"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"Sulawesi Barat","Jasa Kesehatan dan Kegiatan Sosial","76","Q","Persentase Bahan Baku Intraregional","96.123342819719"
"Sulawesi Barat","Jasa Lainnya","76","RSTU","Persentase Bahan Baku Intraregional","62.344561011037"
"Maluku","Pertanian, Kehutanan, dan Perikanan","81","A","Persentase Bahan Baku Intraregional","56.614670740518"
"Maluku","Pertambangan dan Penggalian ","81","B","Persentase Bahan Baku Intraregional","15.833168224177"
"Maluku","Industri Pengolahan","81","C","Persentase Bahan Baku Intraregional","63.009386977448"
"Maluku","Pengadaan Listrik dan Gas","81","D","Persentase Bahan Baku Intraregional","82.455409136794"
"Maluku","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","81","E","Persentase Bahan Baku Intraregional","94.178072071089"
"Maluku","Konstruksi","81","F","Persentase Bahan Baku Intraregional","99.994819691116"
"Maluku","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","81","G","Persentase Bahan Baku Intraregional","59.927279335672"
"Maluku","Transportasi dan Pergudangan ","81","H","Persentase Bahan Baku Intraregional","62.004463082692"
"Maluku","Penyediaan Akomodasi dan Makan Minum","81","I","Persentase Bahan Baku Intraregional","85.801728426085"
"Maluku","Informasi dan Komunikasi","81","J","Persentase Bahan Baku Intraregional","23.138683703603"
"Maluku","Jasa Keuangan dan Asuransi","81","K","Persentase Bahan Baku Intraregional","78.233608335037"
"Maluku","Real Estate","81","L","Persentase Bahan Baku Intraregional","100"
"Maluku","Jasa Perusahaan","81","MN","Persentase Bahan Baku Intraregional","99.319992005996"
"Maluku","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","81","O","Persentase Bahan Baku Intraregional","53.363334371101"
"Maluku","Jasa Pendidikan","81","P","Persentase Bahan Baku Intraregional","99.488736119639"
"Maluku","Jasa Kesehatan dan Kegiatan Sosial","81","Q","Persentase Bahan Baku Intraregional","81.343191594176"
"Maluku","Jasa Lainnya","81","RSTU","Persentase Bahan Baku Intraregional","84.354997607232"
"Maluku Utara","Pertanian, Kehutanan, dan Perikanan","82","A","Persentase Bahan Baku Intraregional","48.127869865288"
"Maluku Utara","Pertambangan dan Penggalian ","82","B","Persentase Bahan Baku Intraregional","14.779617611177"
"Maluku Utara","Industri Pengolahan","82","C","Persentase Bahan Baku Intraregional","84.760986129876"
"Maluku Utara","Pengadaan Listrik dan Gas","82","D","Persentase Bahan Baku Intraregional","100"
"Maluku Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","82","E","Persentase Bahan Baku Intraregional","65.666950612057"
"Maluku Utara","Konstruksi","82","F","Persentase Bahan Baku Intraregional","100"
"Maluku Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","82","G","Persentase Bahan Baku Intraregional","83.538357478414"
"Maluku Utara","Transportasi dan Pergudangan ","82","H","Persentase Bahan Baku Intraregional","79.658354491512"
"Maluku Utara","Penyediaan Akomodasi dan Makan Minum","82","I","Persentase Bahan Baku Intraregional","82.649458205129"
"Maluku Utara","Informasi dan Komunikasi","82","J","Persentase Bahan Baku Intraregional","99.429431289674"
"Maluku Utara","Jasa Keuangan dan Asuransi","82","K","Persentase Bahan Baku Intraregional","65.205323099967"
"Maluku Utara","Real Estate","82","L","Persentase Bahan Baku Intraregional","100"
"Maluku Utara","Jasa Perusahaan","82","MN","Persentase Bahan Baku Intraregional","99.935025739415"
"Maluku Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","82","O","Persentase Bahan Baku Intraregional","100"
"Maluku Utara","Jasa Pendidikan","82","P","Persentase Bahan Baku Intraregional","99.246344493286"
"Maluku Utara","Jasa Kesehatan dan Kegiatan Sosial","82","Q","Persentase Bahan Baku Intraregional","79.519484289449"
"Maluku Utara","Jasa Lainnya","82","RSTU","Persentase Bahan Baku Intraregional","72.372412536647"
"Papua Barat","Pertanian, Kehutanan, dan Perikanan","91","A","Persentase Bahan Baku Intraregional","62.401433243582"
"Papua Barat","Pertambangan dan Penggalian ","91","B","Persentase Bahan Baku Intraregional","99.276692164642"
"Papua Barat","Industri Pengolahan","91","C","Persentase Bahan Baku Intraregional","21.505450099588"
"Papua Barat","Pengadaan Listrik dan Gas","91","D","Persentase Bahan Baku Intraregional","99.830572867934"
"Papua Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","91","E","Persentase Bahan Baku Intraregional","98.867489757203"
"Papua Barat","Konstruksi","91","F","Persentase Bahan Baku Intraregional","99.742297837688"
"Papua Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","91","G","Persentase Bahan Baku Intraregional","75.745128839019"
"Papua Barat","Transportasi dan Pergudangan ","91","H","Persentase Bahan Baku Intraregional","90.484041618796"
"Papua Barat","Penyediaan Akomodasi dan Makan Minum","91","I","Persentase Bahan Baku Intraregional","86.64084783747"
"Papua Barat","Informasi dan Komunikasi","91","J","Persentase Bahan Baku Intraregional","88.429874820809"
"Papua Barat","Jasa Keuangan dan Asuransi","91","K","Persentase Bahan Baku Intraregional","91.145575649439"
"Papua Barat","Real Estate","91","L","Persentase Bahan Baku Intraregional","96.185092415631"
"Papua Barat","Jasa Perusahaan","91","MN","Persentase Bahan Baku Intraregional","80.948961063634"
"Papua Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","91","O","Persentase Bahan Baku Intraregional","100"
"Papua Barat","Jasa Pendidikan","91","P","Persentase Bahan Baku Intraregional","97.858228945342"
"Papua Barat","Jasa Kesehatan dan Kegiatan Sosial","91","Q","Persentase Bahan Baku Intraregional","98.259148762772"
"Papua Barat","Jasa Lainnya","91","RSTU","Persentase Bahan Baku Intraregional","86.74885141139"
"Papua","Pertanian, Kehutanan, dan Perikanan","94","A","Persentase Bahan Baku Intraregional","88.142068288083"
"Papua","Pertambangan dan Penggalian ","94","B","Persentase Bahan Baku Intraregional","38.423529528579"
"Papua","Industri Pengolahan","94","C","Persentase Bahan Baku Intraregional","83.257637233627"
"Papua","Pengadaan Listrik dan Gas","94","D","Persentase Bahan Baku Intraregional","83.099467952806"
"Papua","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","94","E","Persentase Bahan Baku Intraregional","79.044016629318"
"Papua","Konstruksi","94","F","Persentase Bahan Baku Intraregional","99.850590616924"
"Papua","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","94","G","Persentase Bahan Baku Intraregional","90.104605810742"
"Papua","Transportasi dan Pergudangan ","94","H","Persentase Bahan Baku Intraregional","84.34398157426"
"Papua","Penyediaan Akomodasi dan Makan Minum","94","I","Persentase Bahan Baku Intraregional","91.198843840215"
"Papua","Informasi dan Komunikasi","94","J","Persentase Bahan Baku Intraregional","99.991012004125"
"Papua","Jasa Keuangan dan Asuransi","94","K","Persentase Bahan Baku Intraregional","62.310997231446"
"Papua","Real Estate","94","L","Persentase Bahan Baku Intraregional","100"
"Papua","Jasa Perusahaan","94","MN","Persentase Bahan Baku Intraregional","99.86169459775"
"Papua","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","94","O","Persentase Bahan Baku Intraregional","100"
"Papua","Jasa Pendidikan","94","P","Persentase Bahan Baku Intraregional","99.862574889509"
"Papua","Jasa Kesehatan dan Kegiatan Sosial","94","Q","Persentase Bahan Baku Intraregional","84.45420489321"
"Papua","Jasa Lainnya","94","RSTU","Persentase Bahan Baku Intraregional","94.021391883215"
"Aceh","Pertanian, Kehutanan, dan Perikanan","11","A","Persentase Bahan Baku Interregional","40.681458257594"
"Aceh","Pertambangan dan Penggalian ","11","B","Persentase Bahan Baku Interregional","30.867644793651"
"Aceh","Industri Pengolahan","11","C","Persentase Bahan Baku Interregional","25.350074115547"
"Aceh","Pengadaan Listrik dan Gas","11","D","Persentase Bahan Baku Interregional","4.4746254371157"
"Aceh","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","11","E","Persentase Bahan Baku Interregional","19.174896000906"
"Aceh","Konstruksi","11","F","Persentase Bahan Baku Interregional","0.52322822401176"
"Aceh","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","11","G","Persentase Bahan Baku Interregional","18.44163438588"
"Aceh","Transportasi dan Pergudangan ","11","H","Persentase Bahan Baku Interregional","16.369307862268"
"Aceh","Penyediaan Akomodasi dan Makan Minum","11","I","Persentase Bahan Baku Interregional","14.889005280912"
"Aceh","Informasi dan Komunikasi","11","J","Persentase Bahan Baku Interregional","13.459960700228"
"Aceh","Jasa Keuangan dan Asuransi","11","K","Persentase Bahan Baku Interregional","18.883175005627"
"Aceh","Real Estate","11","L","Persentase Bahan Baku Interregional","0.91848773394018"
"Aceh","Jasa Perusahaan","11","MN","Persentase Bahan Baku Interregional","16.204553736321"
"Aceh","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","11","O","Persentase Bahan Baku Interregional","0"
"Aceh","Jasa Pendidikan","11","P","Persentase Bahan Baku Interregional","0.91157933952161"
"Aceh","Jasa Kesehatan dan Kegiatan Sosial","11","Q","Persentase Bahan Baku Interregional","5.6752316582179"
"Aceh","Jasa Lainnya","11","RSTU","Persentase Bahan Baku Interregional","12.35222765951"
"Sumatera Utara","Pertanian, Kehutanan, dan Perikanan","12","A","Persentase Bahan Baku Interregional","11.815138323504"
"Sumatera Utara","Pertambangan dan Penggalian ","12","B","Persentase Bahan Baku Interregional","89.421175761146"
"Sumatera Utara","Industri Pengolahan","12","C","Persentase Bahan Baku Interregional","21.160045901139"
"Sumatera Utara","Pengadaan Listrik dan Gas","12","D","Persentase Bahan Baku Interregional","1.3987225018451"
"Sumatera Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","12","E","Persentase Bahan Baku Interregional","3.0824623064124"
"Sumatera Utara","Konstruksi","12","F","Persentase Bahan Baku Interregional","0.044531608163159"
"Sumatera Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","12","G","Persentase Bahan Baku Interregional","12.9614099415"
"Sumatera Utara","Transportasi dan Pergudangan ","12","H","Persentase Bahan Baku Interregional","15.368332986232"
"Sumatera Utara","Penyediaan Akomodasi dan Makan Minum","12","I","Persentase Bahan Baku Interregional","16.154481767912"
"Sumatera Utara","Informasi dan Komunikasi","12","J","Persentase Bahan Baku Interregional","17.955297384906"
"Sumatera Utara","Jasa Keuangan dan Asuransi","12","K","Persentase Bahan Baku Interregional","35.698289845401"
"Sumatera Utara","Real Estate","12","L","Persentase Bahan Baku Interregional","3.0317652399996"
"Sumatera Utara","Jasa Perusahaan","12","MN","Persentase Bahan Baku Interregional","3.399800198898"
"Sumatera Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","12","O","Persentase Bahan Baku Interregional","0"
"Sumatera Utara","Jasa Pendidikan","12","P","Persentase Bahan Baku Interregional","2.1470768723196"
"Sumatera Utara","Jasa Kesehatan dan Kegiatan Sosial","12","Q","Persentase Bahan Baku Interregional","9.0818586877963"
"Sumatera Utara","Jasa Lainnya","12","RSTU","Persentase Bahan Baku Interregional","1.8831617471373"
"Sumatera Barat","Pertanian, Kehutanan, dan Perikanan","13","A","Persentase Bahan Baku Interregional","44.373674627405"
"Sumatera Barat","Pertambangan dan Penggalian ","13","B","Persentase Bahan Baku Interregional","65.804023208424"
"Sumatera Barat","Industri Pengolahan","13","C","Persentase Bahan Baku Interregional","59.059770570692"
"Sumatera Barat","Pengadaan Listrik dan Gas","13","D","Persentase Bahan Baku Interregional","20.70515697849"
"Sumatera Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","13","E","Persentase Bahan Baku Interregional","5.7724184295672"
"Sumatera Barat","Konstruksi","13","F","Persentase Bahan Baku Interregional","14.056660329312"
"Sumatera Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","13","G","Persentase Bahan Baku Interregional","21.43692256888"
"Sumatera Barat","Transportasi dan Pergudangan ","13","H","Persentase Bahan Baku Interregional","20.436872386945"
"Sumatera Barat","Penyediaan Akomodasi dan Makan Minum","13","I","Persentase Bahan Baku Interregional","38.624116931753"
"Sumatera Barat","Informasi dan Komunikasi","13","J","Persentase Bahan Baku Interregional","12.714620415016"
"Sumatera Barat","Jasa Keuangan dan Asuransi","13","K","Persentase Bahan Baku Interregional","8.086260072256"
"Sumatera Barat","Real Estate","13","L","Persentase Bahan Baku Interregional","5.2703139139892"
"Sumatera Barat","Jasa Perusahaan","13","MN","Persentase Bahan Baku Interregional","1.168560488415"
"Sumatera Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","13","O","Persentase Bahan Baku Interregional","17.054287360273"
"Sumatera Barat","Jasa Pendidikan","13","P","Persentase Bahan Baku Interregional","4.5283525636523"
"Sumatera Barat","Jasa Kesehatan dan Kegiatan Sosial","13","Q","Persentase Bahan Baku Interregional","21.829820584681"
"Sumatera Barat","Jasa Lainnya","13","RSTU","Persentase Bahan Baku Interregional","10.046510230557"
"Riau","Pertanian, Kehutanan, dan Perikanan","14","A","Persentase Bahan Baku Interregional","1.3215471881349"
"Riau","Pertambangan dan Penggalian ","14","B","Persentase Bahan Baku Interregional","21.786530820239"
"Riau","Industri Pengolahan","14","C","Persentase Bahan Baku Interregional","49.21080500472"
"Riau","Pengadaan Listrik dan Gas","14","D","Persentase Bahan Baku Interregional","1.1269407416801"
"Riau","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","14","E","Persentase Bahan Baku Interregional","0.030513013689508"
"Riau","Konstruksi","14","F","Persentase Bahan Baku Interregional","0.00024323482057617"
"Riau","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","14","G","Persentase Bahan Baku Interregional","26.970070231216"
"Riau","Transportasi dan Pergudangan ","14","H","Persentase Bahan Baku Interregional","12.689174818369"
"Riau","Penyediaan Akomodasi dan Makan Minum","14","I","Persentase Bahan Baku Interregional","6.061381537275"
"Riau","Informasi dan Komunikasi","14","J","Persentase Bahan Baku Interregional","0.51977788793837"
"Riau","Jasa Keuangan dan Asuransi","14","K","Persentase Bahan Baku Interregional","1.0364959442765"
"Riau","Real Estate","14","L","Persentase Bahan Baku Interregional","0.92941486662463"
"Riau","Jasa Perusahaan","14","MN","Persentase Bahan Baku Interregional","0.69153451567985"
"Riau","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","14","O","Persentase Bahan Baku Interregional","0.72530321944648"
"Riau","Jasa Pendidikan","14","P","Persentase Bahan Baku Interregional","1.9246647164868"
"Riau","Jasa Kesehatan dan Kegiatan Sosial","14","Q","Persentase Bahan Baku Interregional","20.038849041027"
"Riau","Jasa Lainnya","14","RSTU","Persentase Bahan Baku Interregional","1.5423440827817"
"Jambi","Pertanian, Kehutanan, dan Perikanan","15","A","Persentase Bahan Baku Interregional","31.079403167153"
"Jambi","Pertambangan dan Penggalian ","15","B","Persentase Bahan Baku Interregional","66.332556999834"
"Jambi","Industri Pengolahan","15","C","Persentase Bahan Baku Interregional","65.382888565459"
"Jambi","Pengadaan Listrik dan Gas","15","D","Persentase Bahan Baku Interregional","15.935386556111"
"Jambi","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","15","E","Persentase Bahan Baku Interregional","6.4902299115027"
"Jambi","Konstruksi","15","F","Persentase Bahan Baku Interregional","0.079635243046056"
"Jambi","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","15","G","Persentase Bahan Baku Interregional","29.027301864816"
"Jambi","Transportasi dan Pergudangan ","15","H","Persentase Bahan Baku Interregional","23.322204446181"
"Jambi","Penyediaan Akomodasi dan Makan Minum","15","I","Persentase Bahan Baku Interregional","31.242103096574"
"Jambi","Informasi dan Komunikasi","15","J","Persentase Bahan Baku Interregional","12.928262673274"
"Jambi","Jasa Keuangan dan Asuransi","15","K","Persentase Bahan Baku Interregional","24.082975612665"
"Jambi","Real Estate","15","L","Persentase Bahan Baku Interregional","15.909496056041"
"Jambi","Jasa Perusahaan","15","MN","Persentase Bahan Baku Interregional","1.8311340411539"
"Jambi","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","15","O","Persentase Bahan Baku Interregional","0"
"Jambi","Jasa Pendidikan","15","P","Persentase Bahan Baku Interregional","1.0975727343949"
"Jambi","Jasa Kesehatan dan Kegiatan Sosial","15","Q","Persentase Bahan Baku Interregional","13.105802632693"
"Jambi","Jasa Lainnya","15","RSTU","Persentase Bahan Baku Interregional","29.613783851613"
"Sumatera Selatan","Pertanian, Kehutanan, dan Perikanan","16","A","Persentase Bahan Baku Interregional","34.808675857295"
"Sumatera Selatan","Pertambangan dan Penggalian ","16","B","Persentase Bahan Baku Interregional","54.542211394319"
"Sumatera Selatan","Industri Pengolahan","16","C","Persentase Bahan Baku Interregional","18.359281549105"
"Sumatera Selatan","Pengadaan Listrik dan Gas","16","D","Persentase Bahan Baku Interregional","27.421309020586"
"Sumatera Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","16","E","Persentase Bahan Baku Interregional","0.093714024153922"
"Sumatera Selatan","Konstruksi","16","F","Persentase Bahan Baku Interregional","3.8268135392157"
"Sumatera Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","16","G","Persentase Bahan Baku Interregional","16.672027556728"
"Sumatera Selatan","Transportasi dan Pergudangan ","16","H","Persentase Bahan Baku Interregional","18.523375046971"
"Sumatera Selatan","Penyediaan Akomodasi dan Makan Minum","16","I","Persentase Bahan Baku Interregional","8.7762405105772"
"Sumatera Selatan","Informasi dan Komunikasi","16","J","Persentase Bahan Baku Interregional","7.2950548074337"
"Sumatera Selatan","Jasa Keuangan dan Asuransi","16","K","Persentase Bahan Baku Interregional","10.21589437371"
"Sumatera Selatan","Real Estate","16","L","Persentase Bahan Baku Interregional","6.0251783362335"
"Sumatera Selatan","Jasa Perusahaan","16","MN","Persentase Bahan Baku Interregional","4.6833447135309"
"Sumatera Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","16","O","Persentase Bahan Baku Interregional","0"
"Sumatera Selatan","Jasa Pendidikan","16","P","Persentase Bahan Baku Interregional","6.8848080536988"
"Sumatera Selatan","Jasa Kesehatan dan Kegiatan Sosial","16","Q","Persentase Bahan Baku Interregional","3.6426617976316"
"Sumatera Selatan","Jasa Lainnya","16","RSTU","Persentase Bahan Baku Interregional","11.672327142663"
"Bengkulu","Pertanian, Kehutanan, dan Perikanan","17","A","Persentase Bahan Baku Interregional","52.694019161973"
"Bengkulu","Pertambangan dan Penggalian ","17","B","Persentase Bahan Baku Interregional","80.531823196656"
"Bengkulu","Industri Pengolahan","17","C","Persentase Bahan Baku Interregional","17.684883999718"
"Bengkulu","Pengadaan Listrik dan Gas","17","D","Persentase Bahan Baku Interregional","6.9237411598885"
"Bengkulu","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","17","E","Persentase Bahan Baku Interregional","25.642850531994"
"Bengkulu","Konstruksi","17","F","Persentase Bahan Baku Interregional","2.8030127083038"
"Bengkulu","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","17","G","Persentase Bahan Baku Interregional","21.839165779571"
"Bengkulu","Transportasi dan Pergudangan ","17","H","Persentase Bahan Baku Interregional","27.706101236479"
"Bengkulu","Penyediaan Akomodasi dan Makan Minum","17","I","Persentase Bahan Baku Interregional","19.644655242745"
"Bengkulu","Informasi dan Komunikasi","17","J","Persentase Bahan Baku Interregional","0.33700527089542"
"Bengkulu","Jasa Keuangan dan Asuransi","17","K","Persentase Bahan Baku Interregional","23.200420227513"
"Bengkulu","Real Estate","17","L","Persentase Bahan Baku Interregional","1.6560206459649"
"Bengkulu","Jasa Perusahaan","17","MN","Persentase Bahan Baku Interregional","0.15544082731412"
"Bengkulu","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","17","O","Persentase Bahan Baku Interregional","3.5877858598481"
"Bengkulu","Jasa Pendidikan","17","P","Persentase Bahan Baku Interregional","3.1925316007815"
"Bengkulu","Jasa Kesehatan dan Kegiatan Sosial","17","Q","Persentase Bahan Baku Interregional","2.3043595872902"
"Bengkulu","Jasa Lainnya","17","RSTU","Persentase Bahan Baku Interregional","24.985569857698"
"Lampung","Pertanian, Kehutanan, dan Perikanan","18","A","Persentase Bahan Baku Interregional","21.076762879538"
"Lampung","Pertambangan dan Penggalian ","18","B","Persentase Bahan Baku Interregional","51.731797633895"
"Lampung","Industri Pengolahan","18","C","Persentase Bahan Baku Interregional","25.685228214286"
"Lampung","Pengadaan Listrik dan Gas","18","D","Persentase Bahan Baku Interregional","4.2705992236691"
"Lampung","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","18","E","Persentase Bahan Baku Interregional","3.6495417771729"
"Lampung","Konstruksi","18","F","Persentase Bahan Baku Interregional","0.021884709478082"
"Lampung","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","18","G","Persentase Bahan Baku Interregional","17.837773347291"
"Lampung","Transportasi dan Pergudangan ","18","H","Persentase Bahan Baku Interregional","41.038440646408"
"Lampung","Penyediaan Akomodasi dan Makan Minum","18","I","Persentase Bahan Baku Interregional","17.195257454619"
"Lampung","Informasi dan Komunikasi","18","J","Persentase Bahan Baku Interregional","5.4133856157453"
"Lampung","Jasa Keuangan dan Asuransi","18","K","Persentase Bahan Baku Interregional","10.602259878174"
"Lampung","Real Estate","18","L","Persentase Bahan Baku Interregional","7.6046064177164"
"Lampung","Jasa Perusahaan","18","MN","Persentase Bahan Baku Interregional","1.9746099323907"
"Lampung","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","18","O","Persentase Bahan Baku Interregional","0"
"Lampung","Jasa Pendidikan","18","P","Persentase Bahan Baku Interregional","8.6928850140807"
"Lampung","Jasa Kesehatan dan Kegiatan Sosial","18","Q","Persentase Bahan Baku Interregional","11.476270335866"
"Lampung","Jasa Lainnya","18","RSTU","Persentase Bahan Baku Interregional","12.582341963682"
"Kep. Bangka Belitung","Pertanian, Kehutanan, dan Perikanan","19","A","Persentase Bahan Baku Interregional","11.563266577615"
"Kep. Bangka Belitung","Pertambangan dan Penggalian ","19","B","Persentase Bahan Baku Interregional","19.199639213744"
"Kep. Bangka Belitung","Industri Pengolahan","19","C","Persentase Bahan Baku Interregional","61.181491269384"
"Kep. Bangka Belitung","Pengadaan Listrik dan Gas","19","D","Persentase Bahan Baku Interregional","0.0033020482527649"
"Kep. Bangka Belitung","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","19","E","Persentase Bahan Baku Interregional","13.023341658091"
"Kep. Bangka Belitung","Konstruksi","19","F","Persentase Bahan Baku Interregional","0.039555662531558"
"Kep. Bangka Belitung","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","19","G","Persentase Bahan Baku Interregional","21.553031456106"
"Kep. Bangka Belitung","Transportasi dan Pergudangan ","19","H","Persentase Bahan Baku Interregional","13.619273618321"
"Kep. Bangka Belitung","Penyediaan Akomodasi dan Makan Minum","19","I","Persentase Bahan Baku Interregional","13.356099177288"
"Kep. Bangka Belitung","Informasi dan Komunikasi","19","J","Persentase Bahan Baku Interregional","1.8774048591229"
"Kep. Bangka Belitung","Jasa Keuangan dan Asuransi","19","K","Persentase Bahan Baku Interregional","0.68522920852618"
"Kep. Bangka Belitung","Real Estate","19","L","Persentase Bahan Baku Interregional","0.66350639762911"
"Kep. Bangka Belitung","Jasa Perusahaan","19","MN","Persentase Bahan Baku Interregional","0.70778116060118"
"Kep. Bangka Belitung","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","19","O","Persentase Bahan Baku Interregional","17.134205923069"
"Kep. Bangka Belitung","Jasa Pendidikan","19","P","Persentase Bahan Baku Interregional","2.9217586313512"
"Kep. Bangka Belitung","Jasa Kesehatan dan Kegiatan Sosial","19","Q","Persentase Bahan Baku Interregional","11.459442186898"
"Kep. Bangka Belitung","Jasa Lainnya","19","RSTU","Persentase Bahan Baku Interregional","4.9999519299465"
"Kep. Riau","Pertanian, Kehutanan, dan Perikanan","21","A","Persentase Bahan Baku Interregional","6.9494727113005"
"Kep. Riau","Pertambangan dan Penggalian ","21","B","Persentase Bahan Baku Interregional","11.783595618224"
"Kep. Riau","Industri Pengolahan","21","C","Persentase Bahan Baku Interregional","31.209938343137"
"Kep. Riau","Pengadaan Listrik dan Gas","21","D","Persentase Bahan Baku Interregional","37.884146608743"
"Kep. Riau","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","21","E","Persentase Bahan Baku Interregional","0.012030816336568"
"Kep. Riau","Konstruksi","21","F","Persentase Bahan Baku Interregional","0.046684487241091"
"Kep. Riau","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","21","G","Persentase Bahan Baku Interregional","16.838493536531"
"Kep. Riau","Transportasi dan Pergudangan ","21","H","Persentase Bahan Baku Interregional","47.043177244029"
"Kep. Riau","Penyediaan Akomodasi dan Makan Minum","21","I","Persentase Bahan Baku Interregional","23.363352338055"
"Kep. Riau","Informasi dan Komunikasi","21","J","Persentase Bahan Baku Interregional","1.905650781913"
"Kep. Riau","Jasa Keuangan dan Asuransi","21","K","Persentase Bahan Baku Interregional","24.63994299058"
"Kep. Riau","Real Estate","21","L","Persentase Bahan Baku Interregional","63.39383535587"
"Kep. Riau","Jasa Perusahaan","21","MN","Persentase Bahan Baku Interregional","29.689544397082"
"Kep. Riau","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","21","O","Persentase Bahan Baku Interregional","0.0014355951096987"
"Kep. Riau","Jasa Pendidikan","21","P","Persentase Bahan Baku Interregional","0.35110791132245"
"Kep. Riau","Jasa Kesehatan dan Kegiatan Sosial","21","Q","Persentase Bahan Baku Interregional","32.43271901244"
"Kep. Riau","Jasa Lainnya","21","RSTU","Persentase Bahan Baku Interregional","28.774361405536"
"DKI Jakarta","Pertanian, Kehutanan, dan Perikanan","31","A","Persentase Bahan Baku Interregional","1.1250486747797"
"DKI Jakarta","Pertambangan dan Penggalian ","31","B","Persentase Bahan Baku Interregional","12.036602898626"
"DKI Jakarta","Industri Pengolahan","31","C","Persentase Bahan Baku Interregional","45.174071379983"
"DKI Jakarta","Pengadaan Listrik dan Gas","31","D","Persentase Bahan Baku Interregional","3.2251911766771"
"DKI Jakarta","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","31","E","Persentase Bahan Baku Interregional","0"
"DKI Jakarta","Konstruksi","31","F","Persentase Bahan Baku Interregional","8.1184391837581"
"DKI Jakarta","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","31","G","Persentase Bahan Baku Interregional","18.411853343344"
"DKI Jakarta","Transportasi dan Pergudangan ","31","H","Persentase Bahan Baku Interregional","32.905731832818"
"DKI Jakarta","Penyediaan Akomodasi dan Makan Minum","31","I","Persentase Bahan Baku Interregional","14.134888275255"
"DKI Jakarta","Informasi dan Komunikasi","31","J","Persentase Bahan Baku Interregional","22.667432465686"
"DKI Jakarta","Jasa Keuangan dan Asuransi","31","K","Persentase Bahan Baku Interregional","17.267933923261"
"DKI Jakarta","Real Estate","31","L","Persentase Bahan Baku Interregional","6.4256037354897"
"DKI Jakarta","Jasa Perusahaan","31","MN","Persentase Bahan Baku Interregional","25.911827267957"
"DKI Jakarta","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","31","O","Persentase Bahan Baku Interregional","10.23457773924"
"DKI Jakarta","Jasa Pendidikan","31","P","Persentase Bahan Baku Interregional","8.642549777569"
